Sl.no,Species_common_name,Species_scientific_name,lat,lon,Month,Year,Source,Comments,name_combined,Source_type
721,Pan-tropical_spotted_dolphin,Stenella attenuata,8.414004587,83.6138216,11,2012,Ilangakoon&Alling 2016,,Pan-tropical_spotted_dolphin,Publication
722,Pan-tropical_spotted_dolphin,Stenella attenuata,10.28541256,87.89975643,11,2012,Ilangakoon&Alling 2016,,Pan-tropical_spotted_dolphin,Publication
723,Pan-tropical_spotted_dolphin,Stenella attenuata,11.61478338,90.68979394,11,2012,Ilangakoon&Alling 2016,,Pan-tropical_spotted_dolphin,Publication
725,Short-finned_Pilot_whale,Globicephala macrorhynchus,10.04583895,87.29798327,11,2012,Ilangakoon&Alling 2016,,Short-finned_Pilot_whale,Publication
726,Sperm_whale,Physeter macrocephalus,10.00052301,93.47916231,11,2012,Ilangakoon&Alling 2016,,Sperm_whale,Publication
727,Spinner_dolphin,Stenella longirostris,6.816707593,81.84955707,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
728,Spinner_dolphin,Stenella longirostris,7.363011115,82.3280711,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
729,Spinner_dolphin,Stenella longirostris,7.426812986,82.46365008,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
730,Spinner_dolphin,Stenella longirostris,10.08353211,87.6323937,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
731,Spinner_dolphin,Stenella longirostris,10.03823682,87.46235315,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
732,Spinner_dolphin,Stenella longirostris,9.932125991,87.27907081,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
733,Spinner_dolphin,Stenella longirostris,11.27719633,89.73905472,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
734,Spinner_dolphin,Stenella longirostris,11.55244543,90.65930114,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
735,Spinner_dolphin,Stenella longirostris,10.48960109,92.32846608,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
736,Spinner_dolphin,Stenella longirostris,8.83279456,96.15042596,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
737,Spinner_dolphin,Stenella longirostris,9.282963928,95.32837755,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
738,Spinner_dolphin,Stenella longirostris,8.084313349,97.05888,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
739,Spinner_dolphin,Stenella longirostris,7.509974343,97.52238165,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
740,Spinner_dolphin,Stenella longirostris,7.963399874,97.31078307,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
741,Spinner_dolphin,Stenella longirostris,7.294363708,98.2716133,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
742,Spinner_dolphin,Stenella longirostris,3.171892751,101.2250277,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
743,Spinner_dolphin,Stenella longirostris,5.682196345,99.95056749,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
744,Spinner_dolphin,Stenella longirostris,5.849469095,99.78329474,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
745,Spinner_dolphin,Stenella longirostris,6.022509871,99.61602199,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
746,Spinner_dolphin,Stenella longirostris,6.207086699,99.63909409,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
747,Spinner_dolphin,Stenella longirostris,6.495487993,99.36222885,11,2012,Ilangakoon&Alling 2016,,Spinner_dolphin,Publication
748,Striped_dolphin,Stenella coeruleoalba,11.55318612,90.66460788,11,2012,Ilangakoon&Alling 2016,,Striped_dolphin,Publication
749,Striped_dolphin,Stenella coeruleoalba,8.43976217,83.61596806,11,2012,Ilangakoon&Alling 2016,,Striped_dolphin,Publication
750,Indian_Ocean_Humpback_dolphin,,11.96107091,75.28268838,5,2023,iNaturalist,,Humpback_dolphin,Database
751,Indian_Ocean_Humpback_dolphin,,11.93064113,75.30301829,5,2023,iNaturalist,,Humpback_dolphin,Database
752,Indian_Ocean_Humpback_dolphin,,11.9472446,75.22142879,5,2023,iNaturalist,,Humpback_dolphin,Database
753,Indian_Ocean_Humpback_dolphin,,11.9754614,75.23283697,5,2023,iNaturalist,,Humpback_dolphin,Database
754,Indian_Ocean_Humpback_dolphin,,11.90840321,75.28230049,5,2023,iNaturalist,,Humpback_dolphin,Database
755,Irrawaddy_dolphin,,19.8003514,85.46447202,4,2023,iNaturalist,,Irrawaddy_dolphin,Database
756,Spinner_dolphin,,5.875753333,80.606955,4,2023,iNaturalist,,Spinner_dolphin,Database
757,Spinner_dolphin,,5.89392,80.49691167,4,2023,iNaturalist,,Spinner_dolphin,Database
758,Blue_whale,,5.999668114,80.27909213,3,2023,iNaturalist,,Blue_whale,Database
759,Common_Bottlenose_dolphin,,5.914634493,80.46158329,3,2023,iNaturalist,,Bottlenose_dolphin,Database
760,Common_Bottlenose_dolphin,,14.80619167,74.112985,2,2023,iNaturalist,,Bottlenose_dolphin,Database
761,Indian_Ocean_Humpback_dolphin,,11.83009469,75.37469485,2,2023,iNaturalist,,Humpback_dolphin,Database
762,Irrawaddy_dolphin,,21.848862,90.739164,1,2023,iNaturalist,,Irrawaddy_dolphin,Database
763,Indian_Ocean_Humpback_dolphin,,14.47528772,74.20462216,11,2022,iNaturalist,,Humpback_dolphin,Database
764,Indian_Ocean_Humpback_dolphin,,11.94639877,75.21629151,9,2022,iNaturalist,,Humpback_dolphin,Database
765,Indian_Ocean_Humpback_dolphin,,18.94907055,72.65400763,5,2022,iNaturalist,,Humpback_dolphin,Database
766,Indian_Ocean_Humpback_dolphin,,12.19843833,75.11701667,5,2022,iNaturalist,,Humpback_dolphin,Database
767,Indian_Ocean_Humpback_dolphin,,12.06175665,75.01813175,5,2022,iNaturalist,,Humpback_dolphin,Database
768,Indian_Ocean_Humpback_dolphin,,14.90370354,74.05354241,5,2022,iNaturalist,,Humpback_dolphin,Database
769,Irrawaddy_dolphin,,21.86861493,88.90975029,3,2022,iNaturalist,,Irrawaddy_dolphin,Database
770,Blue_whale,,5.907846476,80.4477478,2,2022,iNaturalist,,Blue_whale,Database
771,Spinner_dolphin,,5.937532531,80.45764748,2,2022,iNaturalist,,Spinner_dolphin,Database
772,Bryde's_whale,,5.894986073,80.45441899,1,2022,iNaturalist,,Bryde's_whale,Database
773,Indo-Pacific_Bottlenose_dolphin,,5.92319331,80.45391749,1,2022,iNaturalist,,Bottlenose_dolphin,Database
774,Spinner_dolphin,,8.2295281,79.7596142,1,2022,iNaturalist,,Spinner_dolphin,Database
775,Spinner_dolphin,,5.90728183,80.44961414,1,2022,iNaturalist,,Spinner_dolphin,Database
776,Indian_Ocean_Humpback_dolphin,,10.09470734,76.08761009,8,2021,iNaturalist,,Humpback_dolphin,Database
777,Indo-Pacific_Humpback_dolphin,,12.89669217,80.36218506,7,2021,iNaturalist,,Humpback_dolphin,Database
778,Indo-Pacific_Humpback_dolphin,,12.89383359,80.28586845,7,2021,iNaturalist,,Humpback_dolphin,Database
779,Indian_Ocean_Humpback_dolphin,,18.9316,72.94602,3,2021,iNaturalist,,Humpback_dolphin,Database
780,Irrawaddy_dolphin,,21.48313449,88.01764224,2,2021,iNaturalist,,Irrawaddy_dolphin,Database
781,Irrawaddy_dolphin,,21.99933609,88.74640067,1,2021,iNaturalist,,Irrawaddy_dolphin,Database
782,Irrawaddy_dolphin,,21.956795,90.642369,1,2021,iNaturalist,,Irrawaddy_dolphin,Database
783,Indian_Ocean_Humpback_dolphin,,10.12879622,76.09402485,12,2020,iNaturalist,,Humpback_dolphin,Database
784,Indian_Ocean_Humpback_dolphin,,17.06220226,73.20497068,11,2020,iNaturalist,,Humpback_dolphin,Database
785,Indo-Pacific_Humpback_dolphin,,13.04048366,80.311408,10,2020,iNaturalist,,Humpback_dolphin,Database
787,Blue_whale,,5.915627053,80.54099372,3,2020,iNaturalist,,Blue_whale,Database
788,Spinner_dolphin,,5.904638985,80.47935774,3,2020,iNaturalist,,Spinner_dolphin,Database
789,Blue_whale,,5.861459553,80.57171395,2,2020,iNaturalist,,Blue_whale,Database
790,Blue_whale,,5.946351308,80.44414984,2,2020,iNaturalist,,Blue_whale,Database
791,Common_Bottlenose_dolphin,,5.914919438,80.48551141,2,2020,iNaturalist,,Bottlenose_dolphin,Database
792,Common_Bottlenose_dolphin,,5.902214837,80.53070513,2,2020,iNaturalist,,Bottlenose_dolphin,Database
793,Indian_Ocean_Humpback_dolphin,,19.5224974,72.7333464,2,2020,iNaturalist,,Humpback_dolphin,Database
794,Killer_whale,,5.912589091,80.46193284,2,2020,iNaturalist,,Killer_whale,Database
795,Killer_whale,,5.912930587,80.46193284,2,2020,iNaturalist,,Killer_whale,Database
796,Spinner_dolphin,,11.8319905,92.65864011,2,2020,iNaturalist,,Spinner_dolphin,Database
797,Blue_whale,,5.810990244,80.59296224,1,2020,iNaturalist,,Blue_whale,Database
798,Indo-Pacific_Bottlenose_dolphin,,5.945649,80.434896,1,2020,iNaturalist,,Bottlenose_dolphin,Database
799,Humpback_whale,,14.0169266,74.3272202,12,2019,iNaturalist,,Humpback_whale,Database
800,Humpback_whale,,14.0169266,74.3272202,12,2019,iNaturalist,,Humpback_whale,Database
801,Humpback_whale,,14.0169266,74.3272202,12,2019,iNaturalist,,Humpback_whale,Database
802,Humpback_whale,,14.0169266,74.3272202,12,2019,iNaturalist,,Humpback_whale,Database
803,Humpback_whale,,14.0169266,74.3272202,12,2019,iNaturalist,,Humpback_whale,Database
804,Indo-Pacific_Bottlenose_dolphin,,7.012423,93.936995,7,2019,iNaturalist,,Bottlenose_dolphin,Database
805,Pan-tropical_spotted_dolphin,,11.69074293,72.71119382,5,2019,iNaturalist,,Pan-tropical_spotted_dolphin,Database
806,Short-finned_Pilot_whale,,8.582281264,81.23716878,4,2019,iNaturalist,,Short-finned_Pilot_whale,Database
807,Spinner_dolphin,,10.91884873,72.22719499,4,2019,iNaturalist,,Spinner_dolphin,Database
808,Short-finned_Pilot_whale,,11.58984036,72.20358029,2,2019,iNaturalist,,Short-finned_Pilot_whale,Database
809,Spinner_dolphin,,5.918446619,80.46871293,2,2019,iNaturalist,,Spinner_dolphin,Database
811,Indian_Ocean_Humpback_dolphin,,14.34023333,74.23792755,12,2018,iNaturalist,,Humpback_dolphin,Database
812,Killer_whale,,5.920366297,80.40791017,12,2018,iNaturalist,,Killer_whale,Database
813,Blue_whale,,5.89751699,80.44661545,11,2018,iNaturalist,,Blue_whale,Database
814,Spinner_dolphin,,8.277068274,79.71039874,11,2018,iNaturalist,,Spinner_dolphin,Database
815,Irrawaddy_dolphin,,19.66480413,85.3307907,10,2018,iNaturalist,,Irrawaddy_dolphin,Database
816,Spinner_dolphin,,5.924141968,80.45152682,6,2018,iNaturalist,,Spinner_dolphin,Database
817,Blue_whale,,5.853203036,80.58407027,2,2018,iNaturalist,,Blue_whale,Database
818,Blue_whale,,5.915091972,80.37847093,1,2018,iNaturalist,,Blue_whale,Database
819,Common_Bottlenose_dolphin,,5.992271796,80.31069059,1,2018,iNaturalist,,Bottlenose_dolphin,Database
820,Spinner_dolphin,,5.912461517,80.44829637,12,2017,iNaturalist,,Spinner_dolphin,Database
823,Blue_whale,,5.800522232,80.43080404,2,2017,iNaturalist,,Blue_whale,Database
824,Blue_whale,,5.835565465,80.45366988,2,2017,iNaturalist,,Blue_whale,Database
825,Blue_whale,,5.806386414,80.47305198,2,2017,iNaturalist,,Blue_whale,Database
826,Blue_whale,,5.878910197,80.40073042,2,2017,iNaturalist,,Blue_whale,Database
827,Blue_whale,,5.924835432,80.45917079,2,2017,iNaturalist,,Blue_whale,Database
828,Blue_whale,,5.868214028,80.53201274,2,2017,iNaturalist,,Blue_whale,Database
829,Blue_whale,,5.805844271,80.58471103,2,2017,iNaturalist,,Blue_whale,Database
830,Blue_whale,,5.909767463,80.43933008,2,2017,iNaturalist,,Blue_whale,Database
831,Blue_whale,,5.922973815,80.67808458,12,2016,iNaturalist,,Blue_whale,Database
832,Indian_Ocean_Humpback_dolphin,,10.05433175,76.08059682,12,2016,iNaturalist,,Humpback_dolphin,Database
833,Spinner_dolphin,,10.5593204,72.6358134,12,2016,iNaturalist,,Spinner_dolphin,Database
834,Irrawaddy_dolphin,,21.926451,89.7298,7,2016,iNaturalist,,Irrawaddy_dolphin,Database
835,Spinner_dolphin,,8.166666667,79.71666667,4,2016,iNaturalist,,Spinner_dolphin,Database
836,Spinner_dolphin,,5.922922503,80.45094859,3,2016,iNaturalist,,Spinner_dolphin,Database
837,Blue_whale,,6.8318559,79.83589745,5,2015,iNaturalist,,Blue_whale,Database
844,Blue_whale,,5.8151587,80.41929175,4,2015,iNaturalist,,Blue_whale,Database
845,Blue_whale,,5.918687274,80.50412879,4,2015,iNaturalist,,Blue_whale,Database
846,Blue_whale,,5.885845851,80.4567681,4,2015,iNaturalist,,Blue_whale,Database
847,Blue_whale,,5.838389642,80.43098756,4,2015,iNaturalist,,Blue_whale,Database
848,Blue_whale,,5.816081825,80.53289499,4,2015,iNaturalist,,Blue_whale,Database
849,Blue_whale,,5.95999024,80.43622923,4,2015,iNaturalist,,Blue_whale,Database
850,Blue_whale,,5.875676377,80.50683039,4,2015,iNaturalist,,Blue_whale,Database
851,Bryde's_whale,,5.948262,80.4715866,4,2015,iNaturalist,,Bryde's_whale,Database
852,Bryde's_whale,,5.948262,80.4715866,4,2015,iNaturalist,,Bryde's_whale,Database
853,Spinner_dolphin,,5.948262,80.471587,4,2015,iNaturalist,,Spinner_dolphin,Database
854,Spinner_dolphin,,5.948262,80.4715866,4,2015,iNaturalist,,Spinner_dolphin,Database
855,Spinner_dolphin,,5.948262,80.4715866,4,2015,iNaturalist,,Spinner_dolphin,Database
856,Spinner_dolphin,,5.948262,80.4715866,4,2015,iNaturalist,,Spinner_dolphin,Database
857,Spinner_dolphin,,5.948262,80.4715866,4,2015,iNaturalist,,Spinner_dolphin,Database
858,Spinner_dolphin,,5.9447028,80.4591608,4,2015,iNaturalist,,Spinner_dolphin,Database
860,Indian_Ocean_Humpback_dolphin,,13.36498719,74.69604446,10,2014,iNaturalist,,Humpback_dolphin,Database
861,Indian_Ocean_Humpback_dolphin,,15.80452707,73.41512403,2,2014,iNaturalist,,Humpback_dolphin,Database
862,Indian_Ocean_Humpback_dolphin,,11.09537073,75.65332973,2,2014,iNaturalist,,Humpback_dolphin,Database
863,Bryde's_whale,,5.939106542,80.46838973,1,2014,iNaturalist,,Bryde's_whale,Database
864,Spinner_dolphin,,5.937993397,80.4691451,1,2014,iNaturalist,,Spinner_dolphin,Database
865,Blue_whale,,5.892914985,80.52737576,12,2013,iNaturalist,,Blue_whale,Database
866,Indian_Ocean_Humpback_dolphin,,15.88234093,73.44820516,12,2013,iNaturalist,,Humpback_dolphin,Database
867,Indian_Ocean_Humpback_dolphin,,15.96343362,73.46357691,12,2013,iNaturalist,,Humpback_dolphin,Database
868,Spinner_dolphin,,5.909541,80.445054,12,2013,iNaturalist,,Spinner_dolphin,Database
869,Common_Bottlenose_dolphin,,5.936495327,80.43445331,4,2013,iNaturalist,,Bottlenose_dolphin,Database
872,Blue_whale,,5.939546459,80.37677569,8,2012,iNaturalist,,Blue_whale,Database
873,Spinner_dolphin,,8.206431389,79.66271306,1,2011,iNaturalist,,Spinner_dolphin,Database
874,Spinner_dolphin,,11.88247,93.016434,4,2010,iNaturalist,,Spinner_dolphin,Database
875,Irrawaddy_dolphin,,21.499975,91.80473,3,2010,iNaturalist,,Irrawaddy_dolphin,Database
876,Indian_Ocean_Humpback_dolphin,,8.648703425,76.71169714,12,2008,iNaturalist,,Humpback_dolphin,Database
877,Killer_whale,,14.0135737,74.34672002,2,2008,iNaturalist,,Killer_whale,Database
878,Killer_whale,,10.85872767,72.21011266,2,2003,iNaturalist,,Killer_whale,Database
879,Short-finned_Pilot_whale,Globicephala macrorhynchus,9.204444444,75.04916667,1,2022,Instagram FSI,,Short-finned_Pilot_whale,Social network
880,Risso's_dolphin,,19.26,88.2,10,2021,Instagram FSI,,Risso's_dolphin,Social network
882,False_Killer_whale,,14.33,80.4,9,2021,Instagram FSI,,False_Killer_whale,Social network
883,Pan-tropical_spotted_dolphin,Stenella attenuata,13.45,82.41666667,9,2021,Instagram FSI,,Pan-tropical_spotted_dolphin,Social network
884,Spinner_dolphin,Stenella longirostris,13.45,82.41666667,9,2021,Instagram FSI,,Spinner_dolphin,Social network
885,Spinner_dolphin,,18.241,88.3,9,2021,Instagram FSI,,Spinner_dolphin,Social network
886,Striped_dolphin,Stenella coeruleoalba,13.45,82.41666667,9,2021,Instagram FSI,,Striped_dolphin,Social network
892,Spinner_dolphin,Stenella longirostris,14.63444444,73,8,2021,Instagram FSI,,Spinner_dolphin,Social network
894,Bryde's_whale,Balaenoptera brydei,19.26900675,85.02024476,5,2009,John et al 2012,,Bryde's_whale,Publication
895,Bryde's_whale,Balaenoptera brydei,19.23340426,84.98684449,5,2009,John et al 2012,,Bryde's_whale,Publication
896,Bryde's_whale,Balaenoptera brydei,19.26944444,85.04611111,5,2009,John et al 2012,,Bryde's_whale,Publication
897,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.38699538,75.87642592,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
898,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.2513337,75.92466119,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
899,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.22872342,75.95179352,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
900,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.20460578,75.9683744,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
901,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.18651756,75.98495527,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
902,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.15486317,75.99701408,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
903,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.12471613,75.99701408,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
904,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.09607644,76.0120876,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
905,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.06442205,76.0060582,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
906,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.24530429,75.99098468,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
907,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.21214254,76.00756555,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
908,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.18802491,76.0497714,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
909,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.16239993,76.07388904,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
910,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.13677494,76.10102137,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
911,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.12170142,76.1191096,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
912,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.07346616,76.14171988,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
913,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.02221619,76.17186692,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
914,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.998098557,76.18844779,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
915,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.972473573,76.19598455,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
916,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.954385349,76.21256542,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
917,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.922730956,76.22613159,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
918,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.900120676,76.23969776,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
919,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.876003044,76.24120511,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
920,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.839826595,76.24120511,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
921,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.800635443,76.24874187,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
922,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.781039867,76.25326393,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
923,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.73129725,76.26080069,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
924,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.704164914,76.25326393,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
925,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,9.524790024,76.0467567,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
926,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,8.802469196,76.56875019,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
927,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,8.786064498,76.56496449,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
928,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,8.779754998,76.53215509,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
929,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,8.767136,76.51827419,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
930,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,8.698993408,76.52584559,,2018-2019,Joseph et al 2021,,Bottlenose_dolphin,Publication
